target,emotion_intensity,sombre,content,calm,uneasy,num_colours,num_objects,willing_to_pay,season_Spring,season_Summer,season_Fall,season_Winter,room_Bedroom,room_Bathroom,room_Office,room_Living_room,room_Dining_room,view_Friends,view_Family_members,view_Coworkers_Classmates,view_Strangers,view_By_yourself,feeling_desc,food,soundtrack
1,7.0,2.0,4.0,4.0,2.0,5.0,7.0,5000000.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,"It makes me feel emotional but in a good way. There’s a lot going on, but it still feels kind of comforting and familiar. Feels like when you’re looking at the sky when you can’t sleep.",Blueberry cheesecake ,"Interstellar soundtrack. Something powerful. Emotional music that builds and falls, with a lot of movement and energy. It feels intense but also kind of comforting. Definitely something dramatic. "
1,7.0,4.0,5.0,4.0,3.0,3.0,3.0,150.0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,"This piece makes me feel a sense of wonder. The ""starry skies"" feel like a cosmic storm, some other awe-inspiring event. But the perspective, behind away from the town, on some hill alone also invokes a sense of solitude and loneliness. ",Like a blue ice cream. Maybe some gelato or soft serve to emphasize the swirls. ,Some orchestral beat to that begins low and slowly gains tempo of volume. 
1,5.0,4.0,2.0,5.0,1.0,3.0,3.0,6000.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,Melancholic.,Soup,"Mozart/classical music, orchestra"
1,10.0,1.0,5.0,4.0,1.0,3.0,2.0,100.0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,"Wonder, Awe, Amazement, Joy",Dark Chocolate Truffle,"A piece of music by Tchaikovsky such as Swan Lake or the Nutcracker. Full of wonder, awe, beauty, and emotion."
1,8.0,2.0,4.0,5.0,1.0,5.0,4.0,100.0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,"It makes me feel as though time has stopped. Everything seems to be flowing, yet frozen at the same moment, creating a strange mix of movement and stillness.",blueberry cheesecake swirly design,funky and slow beat music
1,6.0,2.0,4.0,5.0,1.0,3.0,5.0,10000.0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,"Makes me feel wistful, hopeful, nostalgic. It makes me feel cold but comforted.",Marshmallows.,"Soft piano, violins, dramatic crescendos. Something calm and meandering."
1,6.0,4.0,3.0,3.0,2.0,3.0,3.0,4500.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,This painting makes me feel a bit melancholic and emotinal,Blueberry pie,It would be a slow song played mostly with a low electro guitar beat and bass.
1,8.0,2.0,4.0,2.0,4.0,4.0,3.0,100.0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,"This painting makes me understand the eccentric side of art. I feel all knowing, connected with the skies and see patterns in the natural world better.","A sponge cake covered with subtle and not too sweet white frosting, topped with canned peaches, blue berries, kiwi, and a singular maraschino cherry.","A church organ that is very loud, unstable, and changes notes very frequently."
1,6.0,5.0,4.0,4.0,1.0,3.0,4.0,500.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,"It makes me feel somber and calm, with nostalgia.",A warm bowl of potato soup.,"It would have a slow melody, with flutes, piano, and string instruments."
1,7.0,2.0,4.0,4.0,1.0,4.0,4.0,10000.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,Feel dreamy.,A cocktail,Summer night with bugs and birds making noise.
1,4.0,1.0,4.0,5.0,1.0,3.0,5.0,50.0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,"It makes me feel it is a clear night sky, and it makes me feel comfortable sleeping on my bed when looking at the sky",Sushi,"A music for ballroom dance, elegant, but not a romantic one."
1,7.0,2.0,4.0,2.0,2.0,3.0,3.0,350.0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,A longing for something. A yearning for change. Seeing the beauty in something no one else can see.,rare steak ,"cool jazz or dark jazz. something mysterious mystical, lovecraftian."
1,10.0,2.0,3.0,4.0,3.0,3.0,4.0,100000.0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,Impressive,Sushi,Magical
1,10.0,3.0,4.0,4.0,2.0,2.0,5.0,10000000.0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,"I felt a nauseous sensation, like after motion sickness, accompanied by a dizziness from seeing light and shadow. However, the contrast of colors gave me a sense of peace.",Spring roll.,The melodious sound of the accordion mingled with the bass of the clarinet. The sound of the trombone grew louder as it approached.
1,7.0,3.0,3.0,2.0,4.0,4.0,3.0,10.0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,"It gives me mixed feelings because it’s really beautiful, with bright colors and the spiral, but at the same time it feels a bit confusing and overwhelming. The swirling shapes make everything feel restless, like there’s a lot of emotion happening at once, which makes it interesting but also slightly disturbing.",blueberry cheesecake,"music that feels flowy and emotional, with a sudden build up and then calm down. It would feel dramatic but also kind of peaceful at times."
1,9.0,1.0,3.0,5.0,2.0,3.0,2.0,20.0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,Mystical,sushi,slow and calm.
1,9.0,2.0,4.0,4.0,2.0,3.0,3.0,2000.0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,Mesmorized and in awe. Also calm.,A smoothie bowl.,The soundtrack would be mesmorizing with a piano melody.
1,5.0,4.0,3.0,3.0,4.0,4.0,4.0,10000000.0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,surreal and cold like in a dream,ice cream,soft and crisp high pitch sounds with slightly irregular rhythm
1,9.0,2.0,4.0,4.0,2.0,13.0,14.0,100.0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,"This painting makes me feel a sense of wonder and calm. The swirling patterns in the sky look like a dream, and the bright yellow stars provide a comforting glow against the deep blue night. It feels like looking out a window into a magical world where everything is alive and moving.",a cold soup,"There is a kind of ethereal silence, dreamlike, while also being slow and calm."
1,7.0,4.0,3.0,4.0,2.0,3.0,4.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,Melancholy,Blueberry,"The persistent unease mingled with tranquility gradually softened, like a summer night."
1,7.0,4.0,3.0,4.0,2.0,3.0,3.0,10000.0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,This painting also makes me sad but somehow calm and hopeful. Like there is something more than the sky.,Like a warm soup after a cold winter.,Also a slow soundtrack with some high pitch sounds.
1,8.0,4.0,4.0,5.0,2.0,4.0,3.0,100.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Sleepy,Pasta,Looping
1,9.0,5.0,2.0,2.0,5.0,5.0,20.0,100000.0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,So sad and gloomy and lonely,Poutine,Mia & Sebastian's Theme (Late For The Date)
1,5.0,2.0,4.0,4.0,2.0,5.0,20.0,1000000.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"This painting makes me feel peaceful and relax, let me imagine enjoy such a beautiful view .",strawberry,"The soundtrack will be mystery and peaceful, we will hear some tickle voice to simulate that scene."
1,5.0,1.0,5.0,5.0,1.0,3.0,2.0,1000.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,"very whimsical 

happy 

carefree

calm 

peaceful 

quiet",donut ,"upbeat with calmer intermissions 

something that's constantly moving and swirling "
1,8.0,5.0,4.0,5.0,1.0,2.0,3.0,500.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,sad but happy that the day is ending ,a warm soup,Snooze by SZA
1,9.0,3.0,5.0,4.0,2.0,4.0,3.0,500.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"This painting feels like a wonderful summer night. It makes me imagine standing outside under the night sky, feeling comfortable and peaceful. I would remember important moments from my life and think about memories that matter to me while enjoying the quiet beauty of the night.",A blueberry pie with vanilla ice cream.,"The soundtrack would be gentle and flowing, with a slow rhythm that feels calm and comfortable. Soft, rising sounds would move in smooth waves, creating a peaceful and dreamy mood. Now and then, brighter tones would appear, adding warmth and hope.

The music would feel quiet but emotional, like something you listen to late at night when you are thinking about memories and important moments in your life. It would be soothing, thoughtful, and magical."
1,10.0,4.0,3.0,3.0,3.0,2.0,2.0,1000000.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,"It gives me mixed feelings. The painting mesmerizes me and makes me in awe of its beauty. However, there's an unexplainable sadness about it. ",Pasta,"An orchestra playing a calm melody, but there's something mysterious about it. "
1,7.0,3.0,2.0,4.0,2.0,2.0,2.0,100.0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,"sad, sorrow",blueberry,sad melody
1,8.0,2.0,4.0,1.0,3.0,2.0,2.0,8000.0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,It makes me feel vibrant and lively.,Taco,"The soundtrack has layered, rich texture, and feels ethereal."
1,7.0,3.0,4.0,4.0,2.0,4.0,5.0,100000.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,"This painting makes me feel a mix of calm and emotional intensity. The night scene feels quiet and still, but the swirling patterns in the sky give it a sense of movement and energy, almost like the air itself is alive. The deep blues feel cool and peaceful, while the bright circles of light add warmth and a little bit of hope. It feels both slightly lonely and strangely comforting at the same time, as if I am standing somewhere small, looking up at something huge and beautiful.","If this painting was a food, it would be a sorbet with soft swirls of ice-blue and very pale lavender, served in a thin glass bowl. The flavours would be light and clean: a cool citrus note for the blue, and a faint floral taste for the purple, almost too gentle to name. It would not be very sweet—just enough to keep it from feeling harsh—so that what you remember most is the cold, clear freshness it leaves on your tongue. The surface would be smooth and slightly glossy, with soft swirls frozen into it, like gentle waves that have suddenly become still.

The drink would be clear and calm when you look at it, with the ice slowly melting and barely making a sound. It would be something you drink alone by a window, when the sky is dark and quiet, giving you a sense of peaceful distance. It would feel refreshing and clean, but also a little lonely, like a cold breeze that passes through a quiet town while everyone is asleep.","The soundtrack would start softly, with a slow, flowing melody played by strings or piano. The notes would keep circling and rising, repeating in gentle spirals that grow a little stronger each time. In the background there would be a steady, quiet harmony that holds everything together, like a constant hum. The overall feeling would be dreamy and emotional, peaceful but full of movement, as if the music is breathing and turning in the dark."
1,10.0,1.0,4.0,4.0,2.0,3.0,3.0,200000.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Reminds me of childhood since I painted in my high school. Also since it a starry night, i like it and it has a wicked and scary touch to it.",blueberry cheesecake,"Flowing, emotional music with rising and falling intensity, creating a sense of movement and inner reflection."
1,9.0,5.0,1.0,1.0,5.0,3.0,3.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,afraid  ,Snow white's poisoned apple ,"solo piano, open with sudden low prolonged staccato notes, flow into the same sequence of notes but interspersed with sharp high uneasy ones, abruptly giving way to a fast staccato piano scale that goes low-> high -> back to low. "
1,9.0,3.0,5.0,4.0,2.0,3.0,3.0,10000000.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,Makes me feel the wonder of the nature.,Chocolate Cake,It will be tranquil like you are walking in the space.
1,6.0,2.0,4.0,4.0,2.0,3.0,2.0,75.0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,"Calm, relaxed",wintermelon,It would be very chilly wintery yet very calming
1,6.0,2.0,4.0,4.0,2.0,8.0,3.0,150000.0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,"Power, awe and humbleness. ","Burger, fries and beer","An intense and powerful but slow melody, highlighting the expansiveness of the night. Maybe with a violin."
1,4.0,4.0,3.0,3.0,2.0,7.0,7.0,150.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Uncanny but not too strange,Frozen pizza,Mysterious wind whooshing noise
1,7.0,1.0,4.0,5.0,1.0,2.0,2.0,5000.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,"It makes me feel calm because of the swirls in the sky, which look beautiful. The moon also looks nice and it seems like a beautiful scene of the night sky. The little houses might have people sleeping inside, so the town is pretty quiet and empty. ",A cucumber,"Calm and soothing instrumentals, maybe incorporating ocean noises in the background in a subtle way."
1,9.0,3.0,2.0,1.0,5.0,3.0,6.0,500.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Makes me feel restlessness and wonder as if I am looking at something beautifull but unsettling charged. I feel alive and sort or energized but also in turnmoil, ",Swiss Roll,Orchestra of melodies rising and falling in a cycle with strong emotional section and calm sections and the sense of consant motion as if the music tempo is increasing. 
1,9.0,2.0,4.0,4.0,2.0,4.0,4.0,60.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,I feel like I'm looking at a sky in motion. It makes me feel untethered to anything.,Cheesecake,I imagine it being very similar to the Interstellar soundtrack.
1,3.0,3.0,4.0,5.0,1.0,4.0,2.0,300000.0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,"Calm, peaceful ",roast chicken,it would sound like the ocean
1,6.0,3.0,4.0,4.0,2.0,8.0,2.0,1000.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,"This makes me feel like a cool breeze, and makes me nostalgic for past memories.",Fresh pasta.,"The soundtrack to this painting is a soft cinematic theme, with horns and synths."
1,7.0,2.0,4.0,3.0,2.0,4.0,2.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I feel intrigued and captivated ,ice cream cake,it would be a mystical winter tune 
1,6.0,4.0,4.0,4.0,2.0,2.0,2.0,150.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,Like I'm in a dream,Cheesecake,"Violin as the main instrument with some piano, slow tempo, quiet"
1,5.0,4.0,4.0,4.0,1.0,2.0,2.0,20.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"Peaceful, content",Vanilla ice cream,Choral music
1,7.0,5.0,5.0,5.0,1.0,4.0,5.0,100.0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,"Nostalgic, Cold, Warm, Sad, Sombre,  ",Hot Chocolate,"Strings, crescendos, pizzicato, slow, swelling, sombre,"
1,4.0,2.0,4.0,5.0,2.0,4.0,7.0,1000000.0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,awe and maybe a little dizzy if I stare long enough,beef stew,"swirling, bending notes, with large crescendos. "
1,7.0,4.0,4.0,4.0,2.0,2.0,2.0,100.0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,"It makes me feel wonderous, enchanted, mystified. ",Soup,"Classical, bass, wind instruments"
1,7.0,4.0,2.0,2.0,4.0,5.0,6.0,300.0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,small,ice cream,"loud, sweeping, organs, orchestra"
1,9.0,4.0,2.0,4.0,3.0,3.0,2.0,3000000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"It makes me feel cold at first glance. After that, I feel a little bit dizzy.",Frozen cheesecake,"The soundtrack would start with a swirling melody that rises and falls in looping waves, driven by a steady rhythm beneath it. Then there will be right, trembling tones that flicker above deeper harmonies. The music repeats and feels constantly circling without ever settling."
1,7.0,2.0,4.0,4.0,2.0,3.0,2.0,100.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,The painting makes me feel peaceful and gives a sense of wonder. ,It would be really good soft-serve icecream.,It would be a peaceful tune on the xylophone. 
1,9.0,4.0,4.0,2.0,4.0,3.0,3.0,10000000.0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,"At ease, but also concerned.",Sparkling water,Classical piano/violin music.
1,7.0,2.0,4.0,4.0,2.0,4.0,3.0,2000000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,It makes me feel wonder and appreciate the beauty and magnificence of our world.,Caviar,Interstellar 
1,6.7,3.0,4.0,5.0,3.0,5.0,4.0,4000.0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,"weightless, calm, ect.",overnight oats with blueberries,cocomelon baby lullaby something
1,5.0,2.0,4.0,5.0,2.0,2.0,2.0,500.0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,it makes me feel magical,ice cream,"generally light and calm, with a certain peak that has major note"
1,8.0,3.0,5.0,4.0,2.0,4.0,12.0,1000000.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"happy, hopeful, excited",an ice popsicle,a piano scale
1,3.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,the paint technique feels offputting since it's all in lines,hot chocolate,slow and calm sounding with light instruments
1,8.0,2.0,4.0,5.0,1.0,3.0,2.0,50.0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,joyous,juice,mythical and mysterious
1,9.0,2.0,4.0,3.0,2.0,3.0,3.0,200.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"It made me feel novel and very interesting. Although the pictures were unusual, they still aroused my great interest.",A strangely shaped cake,The rhythm is lively and the tone is high.
1,6.0,3.0,4.0,4.0,2.0,3.0,2.0,500.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,It makes me feel calm. The background is dramatic and makes me feel like I am in a dream and the world is spinning.,Donut.,"Slow paced, dramatic."
1,7.0,5.0,2.0,3.0,3.0,3.0,3.0,5000000.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,"A sense of longing, sadness",Ice cream,"Smooth, slow, melancholic"
1,7.0,3.0,3.0,2.0,3.0,3.0,3.0,50.0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,"feels in awe, the sky looks interesting. would want to see it in person.",fish and chips because of the town energy.,still piano playing some engaging and mysterious tone.
1,10.0,4.0,3.0,4.0,4.0,2.0,3.0,1000.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,"Dizzy, a little bit unwell, but also felt peaceful at the same time",chocolate pie,I hear the relaxing sound of blowing wind 
1,7.0,1.0,4.0,4.0,1.0,5.0,3.0,5000.0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,"This painting makes me feel incredibly peaceful and happy. The rich blue colors feel very comforting to me, not cold at all. Seeing the small, warm lights in the village houses makes me feel a sense of safety and warmth. Even though the sky is moving with wind, the bright stars make the night look magical and beautiful, not scary. It feels like a perfect, dreamy night.","A dark blueberry swirl cake with bright lemon zest on top. It tastes rich, cool, and slightly sharp.","An orchestral piece with sweeping violins playing fast, repetitive notes to mimic the swirling wind, accompanied by a deep, steady cello for the sleeping village below."
1,9.0,5.0,2.0,4.0,2.0,5.0,4.0,10000.0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,peaceful and gloomy,mooncake,"sound of a piano, harp, and triangle"
1,6.0,1.0,4.0,4.0,2.0,5.0,6.0,100000.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,it make me feel calm and relax,cake,peaceful and calm music
1,6.0,3.0,4.0,1.0,2.0,3.0,4.0,100.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,夜色看似黑暗而静谧，但实际上画中的每一处都躁动不安。月亮和星星闪耀，房屋灯火通明，人们尚未入睡。这幅画仿佛在漂浮，躁动不安地漂浮着。,黑咖啡,"速度：中慢

整体节奏较慢

主旋律主要以级进和连奏为主。"
1,7.0,3.0,5.0,5.0,1.0,4.0,3.0,250.0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,"Whimsical. Magical. Cold, but not in a bad way. Calm. Sleepy? Relaxed.",Croissant. Oatmeal. Ice cream.,Classical music. Music box. Xylophone. Triangle. Mystical feeling.
1,10.0,5.0,4.0,5.0,1.0,3.0,4.0,100.0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,I feel an unnerving sense of chrysalism as the distorted sky exhibits illusionary movement over the tranquility of the village below.,blue pasta,I think the 808s and trap synths on Sicko Mode would be perfect to encapsulate the emotions that this painting conveys. Something that is vivacious and lively to create contrast with the sombre blues.
1,8.0,2.0,5.0,4.0,2.0,5.0,4.0,1000.0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,"This painting makes me feel awe and wonder. The swirling sky and glowing stars feel magical and infinite, and it reminds me of why I love space so much.",A bowl of spaghetti or ramen,"A soft and dreamy soundtrack with gentle piano and a more sparkly tone. It would feel calm, wondrous and also powerful. The music would slowly build into a wave of emotion, then settle back into quiet awe."
1,5.0,3.0,5.0,5.0,1.0,3.0,2.0,500.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"relaxed, happy, content, ","a condensed milk cake, like tres leches",la la land soundtrack
1,3.0,1.0,5.0,3.0,4.0,4.0,3.0,1000.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,dizzy,cereal,interstellar
1,3.0,3.0,2.0,1.0,5.0,3.0,3.0,15.0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,Chaotic and confused,Cold Spaghetti,"Very chaotic and noisy, with many components and things playing at the same time"
1,7.0,2.0,2.0,4.0,2.0,5.0,3.0,15.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,confused,ice cream,"calm, cold."
1,6.0,2.0,4.0,5.0,1.0,3.0,3.0,100.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Calm,Cheese,Jazz
1,6.0,5.0,2.0,3.0,2.0,2.0,2.0,100000.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"cold, dark, waves, tired, slow",plum,"whooshing, powerful, blending, piano, wide range"
1,8.0,2.0,4.0,5.0,1.0,3.0,4.0,20000.0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,"It feels familiar, since almost everyone recognizes this artwork, but it also gives me a strong sense of warmth and comfort. The flowing movement makes it feel alive, while the colors create a calm, reassuring atmosphere.",cake,"Warm, slightly detuned pads with lively, cheerful breaks. The rhythm stays light and buoyant, with a gentle lift that makes it feel vividly alive."
1,7.0,3.0,3.0,5.0,2.0,3.0,2.0,0.0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,Calm,boiled leafy greens,piano quiet and constant rhythms
1,3.0,4.0,3.0,3.0,4.0,3.0,3.0,500.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"The painting makes me feel both calm but also a little restless. The scene is peaceful, but there is also a lot of movement in the sky, which makes me feel a little restless and curious.",Steak,"The music in the soundtrack is slow and flowing with a continuous background sound. While the background always stays, there is also a more intense melody that plays on top of it."
1,8.0,3.0,4.0,4.0,3.0,3.0,4.0,50.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,"fancy, curious, calm",banana,"calm, jazz"
1,10.0,1.0,5.0,5.0,1.0,3.0,5.0,100.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,"it gives me a feeling of a very chill night that i'd like to spend with my girlfriend along with cocktails. I would be imagining how the stars and comits flow, feeling how large and endless the universe is. ",pasta,would be slow drums and string music which sound like jumping in different space
1,9.0,1.0,5.0,2.0,2.0,3.0,3.0,20000.0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,It's a windy but warm summer night with sky full of stars. The drifting lights in the sky is the form of my joy. I have a joyful life with love and hope. ,polpo e fagioli,joyful orchestra
1,6.0,3.0,4.0,5.0,2.0,3.0,3.0,100000.0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,"Calm, mysterious.","Cake

 ",Wind flow through forest
1,7.0,4.0,2.0,4.0,4.0,3.0,3.0,200.0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,This painting makes me feel calm but a bit anxious at the same time since the swirls look like wind (perhaps a storm is coming).,Squid ink pasta,It would be a deeper tone but sometime fast and sometimes slow
1,7.0,4.0,4.0,4.0,1.0,4.0,13.0,70.0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,"This painting makes me feel solemn and calm, as though I am sharing the beautiful view with only my thoughts. It feels as if I am gazing at the world below, experiencing a quiet moment of peace with myself.",Cream Puff,"I imagine the soundtrack having a peaceful, soothing melody, with subtle changes in tempo as the music progresses. I envision a blend of percussion and string instruments, harmonized to create a gentle, whimsical tone."
1,6.0,4.0,2.0,3.0,3.0,6.0,4.0,100.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,"dazed, turmoil, nostalgic",porridge,"A symphonic piece with a deep bass in the back and a fluid, rolling melody by violin in the front."
1,4.0,2.0,4.0,4.0,2.0,4.0,2.0,250000.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,"It makes me feel happy, and calm.",It would be pizza,The soundtrack that best represents this painting is a more upbeat song played by piano.
1,9.0,2.0,4.0,4.0,1.0,3.0,4.0,30.0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,it makes me feel excited yet calm,Warm soup,"Crisp, light notes with calming strings"
1,7.0,4.0,2.0,4.0,4.0,2.0,2.0,1000000.0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,"ill and peaceful,  I know he's a great artist but I don't get it, especially his abstract pieces felt like 8 year old painting?",blueberry,snowing wind blowing sound at cold night.
1,7.0,2.0,4.0,4.0,1.0,5.0,3.0,1000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Hopeful,Bruschetta,Acoustic yet upbeat
1,7.0,5.0,2.0,3.0,4.0,7.0,4.0,20.0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,"somber, gloomy",blueberries,"something very sharp, like violins. very gloomy sort of soundtrack. "
1,6.0,2.0,5.0,5.0,1.0,3.0,5.0,200.0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,this painting makes me feel serene and interconnected to the world.,chicken noodle soup,"the dynamics would be rather mild, with a thin texture, i.e., few instruments. Rather pleasant and consonant."
1,6.0,2.0,3.0,2.0,4.0,4.0,4.0,20000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,It make me feel miserable and depressed.,chocolate,The music should be more intense and deep.
1,3.0,2.0,4.0,5.0,1.0,4.0,2.0,40.0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,good,bagel,"calm, soft, sad"
1,6.0,3.0,4.0,4.0,2.0,4.0,3.0,30000.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"Makes me feel calm, mysterious, there is a sort of mystique about the town that is painted there.",Ice cream,"Cool, calm, techno, maybe house music. Maybe some violins in the background."
1,9.0,1.0,4.0,5.0,2.0,3.0,3.0,50.0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,I feel hopeful and calm. I also feel peaceful.,Soup,"The soundtrack is melodic and very pleasing to listen to. It is a quiet soundtrack, mainly piano, and has many parts that go up and down."
1,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Dizzy,A bug,Choir
1,5.0,2.0,4.0,5.0,1.0,3.0,3.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,I feel relax,blueberry,Neo-classical
1,9.0,3.0,4.0,4.0,2.0,2.0,2.0,100.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,impressed,peppermint ice cream,calm
1,9.0,3.0,3.0,5.0,1.0,4.0,3.0,50000.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,"This painting evokes a very calm yet somewhat melancholic feeling in me. The hazy night gives it a somber hue, but the bright, swirling night sky inspires endless imagination and dreams. Looking at this painting, I feel as if I'm trapped in a dream, utterly at peace.",Blueberry,"I want to pair this painting with a quiet, somber melody, accompanied by soft chanting. I want to create a tranquil and somber atmosphere, while also imbuing it with a sense of mystery."
1,5.0,4.0,3.0,3.0,2.0,4.0,4.0,300000.0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,It makes me feel like things are constantly moving and that they are always changing. Also that there is a lot in the universe that we don't understand but just observe.,A big lollipop,Music with background of rain falling and leaves rustling. Something calming.
1,3.0,2.0,4.0,4.0,3.0,3.0,3.0,100.0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,Calming,Apple pie.,"Lively, fantastical, mythical."
1,7.0,2.0,4.0,4.0,1.0,3.0,5.0,1000.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,"hopefull, there are bigger things in the universe making your problems seem small",linguine pasta with zucchini,chopin nocturne vibes
1,7.0,2.0,3.0,1.0,2.0,4.0,12.0,100.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,I like the painting but I almost want to say that it makes me feel overwhelmed. Possibly due to the numerous distinct lines.,Blueberries,Strong winds blowing.
1,6.0,4.0,3.0,4.0,2.0,2.0,2.0,300.0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"Overwhelmed by vast beauty, but lonely",Meringue,"Peaceful piano intermingled with soaring strings, like C418's ""Alpha"""
